YDR135C	YFR019W
YGR162W	YJR059W
YBR059C	YNL243W
YOL139C	YOR204W
YIR006C	YJR065C
Induced_..K..s......_cdc14_Induced_Amplified	YFR014C
YER025W	YOR361C
Repressed_..RR.s......_cdc14_Repressed_Defective	YDL203C
Induced_.....tP....._hog1_Induced_Defective	YGR162W
Induced_..R..s......_hog1_Induced_Defective	YLR248W
Repressed_R.....s......_cdc14_Repressed_Defective	YHL009C
YLR096W	YNL054W
YEL022W	YKR030W
YGR108W	YHR135C
YLR096W	YMR196W
YLR096W	YMR124W
Induced_..R..s......_cdc14_Induced_Defective	YGR162W
Induced_.....tP....._pde2_Induced_Defective	YBL007C
YFR014C	YNL272C
YHL007C	YPL201C
YDR264C	YHR135C
YFR021W	YNL242W
YDL161W	YIR006C
Repressed_R.R..s......_cdc14_Repressed_Defective	YER133W
Repressed_.....sP....._hog1_Repressed_Defective	YPR181C
YDR490C	YJL164C
YDR160W	YHR135C
Induced_..S..s......_pde2_Induced_Defective	YBR059C
Repressed_R.R..s......_pde2_Repressed_Amplified	YNL243W
YBL085W	YDR162C
Repressed_R.....s......_cdc14_Repressed_Defective	YFR028C
YFR014C	YNR064C
YJR090C	YPL256C
YNL154C	YOR153W
YBL007C	YLR248W
YBR109C	YNL079C
YHR087W	YOL139C
Induced_..R..s......_cdc14_Induced_Defective	YDR432W
YLR178C	YNL251C
YAL035W	YER025W
YDL060W	YKL054C
YGR063C	YLR113W
YIL095W	YNL243W
Repressed_.....tP....._pde2_Repressed_Amplified	YBR108W
YCL043C	YMR291W
YDR229W	YPR119W
YDL140C	YLR113W
YFR014C	YPL203W
YGL019W	YOR061W
YJL005W	YJR086W
YER151C	YPR181C
Induced_..S..s......_hog1_Induced_Defective	YCR002C
YBR109C	YJR065C
YBR160W	YCL063W
Induced_..K..s......_hog1_Induced_Defective	YKL054C
Repressed_R.R..s......_hog1_Repressed_Amplified	YGR162W
YCR002C	YLR229C
YER036C	YJR059W
Repressed_R.....s......_cdc14_Repressed_Defective	YOR153W
YBR097W	YHR005C
YJL005W	YOR360C
Repressed_R.R..s......_pde2_Repressed_Amplified	YBR160W
YML028W	YNL079C
Repressed_..R..t......_cdc14_Repressed_Amplified	YHR135C
YGR241C	YNL020C
YOR115C	YPR181C
YMR031C	YNL154C
Induced_.....sP....._hog1_Induced_Defective	YOR151C
YBL085W	YFR028C
YLR096W	YNR064C
YMR260C	YOR361C
YOR127W	YPL256C
YBR059C	YGL207W
YFR014C	YGL207W
Repressed_..RK.s......_cdc14_Repressed_Defective	YMR291W
YLR096W	YOR184W
YDR388W	YIR003W
YAL035W	YDL220C
YNL078W	YOL070C
YDR454C	YIL006W
YBR160W	YKL129C
Repressed_R.....s......_cdc14_Repressed_Defective	YLR229C
YJL187C	YLR067C
Induced_.....s..S..._hog1_Induced_Defective	YLR248W
Repressed_.....tP....._pde2_Repressed_Amplified	YGL207W
YAL035W	YOR361C
Repressed_..R..s......_cdc14_Repressed_Defective	YHR135C
Repressed_..RS.s......_hog1_Repressed_Defective	YAL041W
YNL152W	YPR119W
Repressed_..RS.s......_cdc14_Repressed_Defective	YLR096W
YDR096W	YER033C
Repressed_..RK.s......_pde2_Repressed_Amplified	YJL164C
YGL137W	YOR119C
YHL007C	YIL156W
YDR490C	YJR059W
YBR109C	YFR014C
YLR386W	YNL054W
YGR130C	YPL153C
YGL180W	YPL203W
YDR211W	YJR090C
YER151C	YML010W
YGR162W	YOR361C
Repressed_.....sP....._hog1_Repressed_Defective	YPL153C
YGR130C	YJL164C
YDL161W	YPL115C
Repressed_R.....s......_cdc14_Repressed_Defective	YOR093C
YDL149W	YFR028C
YPL120W	YPL153C
YDR454C	YGR209C
YHR031C	YLR248W
YNL020C	YNL084C
YFR014C	YOR184W
YDL117W	YJL164C
YDL117W	YER118C
YDL159W	YGR287C
YDL149W	YFR021W
Induced_.....tP....._hog1_Induced_Defective	YPL242C
Repressed_..R..s......_cdc14_Repressed_Defective	YPR119W
Repressed_..RK.s......_cdc14_Repressed_Defective	YHR030C
Repressed_R.R..s......_cdc14_Repressed_Defective	YDR388W
YDL203C	YLR096W
YDR162C	YHL007C
YGL180W	YGL207W
Induced_.....tP....._hog1_Induced_Defective	YJR059W
YGR209C	YML028W
YER151C	YLR113W
YAL023C	YML029W
YJL128C	YJR059W
YFR021W	YHR135C
YCR088W	YNL138W
YHR135C	YIR003W
Induced_..S..s......_hog1_Induced_Defective	YJR065C
YIL021W	YPL203W
YOR360C	YPL203W
YBR109C	YOR039W
YBR279W	YNL251C
Induced_..K..s......_hog1_Induced_Defective	YOR109W
YFR021W	YFR029W
Induced_..S..s......_pde2_Induced_Defective	YPL153C
YLR386W	YNL325C
Repressed_..R..s......_hog1_Repressed_Defective	YBR200W
YPL049C	YPL256C
YGL210W	YMR291W
YGR241C	YNL084C
Repressed_.....sP....._hog1_Repressed_Defective	YJL128C
YHR030C	YPR088C
YDL140C	YJL164C
YDR085C	YHR107C
YFL023W	YMR260C
YLR113W	YLR248W
YGR068C	YGR080W
YJL005W	YLR310C
Repressed_..RR.s......_cdc14_Repressed_Defective	YFL023W
Induced_.....sP....._hog1_Induced_Defective	YER151C
YDR160W	YFR029W
YER008C	YJL085W
YDR480W	YNL154C
YLL039C	YNL154C
YJL187C	YLR096W
YDR085C	YPL242C
YAL041W	YPR129W
YHR028C	YKL166C
YFL023W	YHR135C
Induced_.....s..S..._cdc14_Induced_Amplified	YNL154C
YBL056W	YDR071C
YDL159W	YDR206W
YGL207W	YJL164C
Induced_..K..s......_hog1_Induced_Defective	YMR219W
YKR059W	YPR042C
YDR211W	YPR041W
YAL023C	YNL074C
YDR379W	YGR152C
YGL137W	YMR291W
YEL022W	YJR031C
YJL187C	YPR119W
YKL101W	YOL139C
Repressed_..RK.s......_cdc14_Repressed_Defective	YHL007C
Induced_.....sP....._hog1_Induced_Defective	YFR021W
YBR160W	YDL056W
YJL157C	YLR229C
YDR099W	YPL153C
YGR209C	YLR109W
Induced_..K..s......_hog1_Induced_Defective	YOL070C
Repressed_.....sP....._hog1_Repressed_Defective	YER033C
YFR019W	YFR021W
Repressed_.....sP....._hog1_Repressed_Defective	YNL161W
YER025W	YLR215C
Repressed_..RK.s......_cdc14_Repressed_Defective	YGR052W
Induced_.....sP....._hog1_Induced_Defective	YJL128C
Repressed_.....sP....._hog1_Repressed_Defective	YJL020C
YNL251C	YPL178W
YGR162W	YJL124C
Induced_..R..s......_cdc14_Induced_Defective	YJL124C
YLR229C	YPL242C
YGR080W	YNL138W
Induced_.....tP....._cdc14_Induced_Defective	YBR160W
Repressed_R.....s......_cdc14_Repressed_Defective	YER008C
YDR028C	YLR377C
YFR021W	YLR386W
YHL007C	YOL139C
Induced_..R..s......_hog1_Induced_Amplified	YDR432W
Repressed_.....tP....._cdc14_Repressed_Amplified	YPR041W
Repressed_..RR.s......_hog1_Repressed_Defective	YJL164C
YEL022W	YOR115C
Repressed_..RS.s......_hog1_Repressed_Defective	YDR379W
YJL128C	YLR248W
YGL019W	YGR068C
YDR480W	YPL256C
YML010W	YNL251C
Repressed_..RR.s......_cdc14_Repressed_Defective	YGR287C
Induced_..K..s......_cdc14_Induced_Defective	YJL187C
Repressed_.....tP....._cdc14_Repressed_Defective	YHL007C
YFR028C	YLR096W
YLR178C	YLR216C
YDR471W	YMR031C
Repressed_R.....s......_pde2_Repressed_Amplified	YBR109C
YDR096W	YDR475C
YLR248W	YPL153C
YLR096W	YOR093C
YFR028C	YPL269W
YFR014C	YKL166C
YBR108W	YPL153C
Induced_.....s..S..._cdc14_Induced_Defective	YNL154C
YGL019W	YOR039W
Induced_..K..s......_hog1_Induced_Defective	YHR031C
YNL272C	YPL153C
YGL197W	YLR310C
YFR028C	YOR119C
Repressed_.....tP....._cdc14_Repressed_Amplified	YMR260C
YGR152C	YOR127W
Induced_..S..s......_hog1_Induced_Defective	YDR135C
YGL019W	YGL207W
YCL063W	YFR021W
YGL206C	YGR241C
YDR388W	YLR337C
YAL041W	YER118C
Induced_..S..s......_hog1_Induced_Defective	YHR107C
Induced_..S..s......_hog1_Induced_Defective	YPL153C
Repressed_..RS.s......_hog1_Repressed_Defective	YFR028C
Induced_.....tP....._hog1_Induced_Defective	YDL060W
Repressed_R.....s......_cdc14_Repressed_Defective	YPR042C
YGR238C	YLR096W
Repressed_..RR.s......_cdc14_Repressed_Defective	YKL101W
YFR019W	YOR109W
YAR015W	YLR096W
Repressed_..RR.s......_cdc14_Repressed_Defective	YLR371W
YBL007C	YBR160W
YBR122C	YHL007C
YDR264C	YJR086W
Induced_..K..s......_hog1_Induced_Defective	YJL020C
YIR006C	YLR113W
Repressed_.....sP....._hog1_Repressed_Defective	YJR059W
Induced_..R..s......_cdc14_Induced_Defective	YLL013C
YGR238C	YML064C
YDR471W	YFR014C
YFL026W	YGL206C
YFR014C	YJL124C
YLR377C	YMR186W
YAR014C	YJL187C
Repressed_.....tP....._cdc14_Repressed_Defective	YBR160W
Repressed_R.R..s......_pde2_Repressed_Amplified	YBR059C
YDR096W	YNL078W
YDR432W	YGR162W
YHL007C	YLR229C
YCR002C	YPL153C
YFR028C	YGR052W
Induced_..S..s......_hog1_Induced_Defective	YNL078W
YDR099W	YNL020C
YDR388W	YNL154C
YER118C	YJL128C
YCR088W	YNL020C
YBR160W	YPL153C
YKL166C	YOR360C
Induced_.....sP....._hog1_Induced_Defective	YDL117W
YOL139C	YOR361C
Induced_.....tP....._hog1_Induced_Defective	YDR170C
YDL101C	YFR028C
YBR160W	YGR108W
YFR021W	YLL039C
YJL020C	YMR109W
YDR229W	YDR388W
Induced_..K..s......_hog1_Induced_Defective	YLR345W
YGR162W	YHR087W
YJL164C	YOR360C
YGL207W	YIL021W
YJL164C	YKL042W
Induced_.....tP....._pde2_Induced_Defective	YIL095W
Induced_.....tP....._pde2_Induced_Defective	YGR241C
YDR264C	YNL154C
YBR133C	YJL187C
Induced_.....s..S..._hog1_Induced_Defective	YEL022W
Induced_..K..s......_hog1_Induced_Defective	YDL117W
Induced_.....sP....._pde2_Induced_Defective	YPL153C
YDL060W	YML010W
YDR206W	YHL007C
YJL164C	YLR216C
YFR028C	YMR055C
Induced_.....tP....._pde2_Induced_Defective	YDL161W
YER133W	YLR096W
Induced_.....tP....._pde2_Induced_Defective	YFL023W
Induced_..K..s......_hog1_Induced_Defective	YJR059W
YFR021W	YJL187C
YLR229C	YPL115C
YGL207W	YJL187C
Repressed_...R.s......_pde2_Repressed_Amplified	YGL019W
YBR109C	YIL021W
YLR206W	YNL020C
Induced_..K..s......_cdc14_Induced_Defective	YJL020C
YJL164C	YML010W
Repressed_.....tP....._cdc14_Repressed_Defective	YPL256C
YBR160W	YDL220C
YER133W	YFL023W
YCR009C	YDR388W
YBL056W	YCR009C
Induced_..S..s......_hog1_Induced_Defective	YFL039C
Induced_..R..s......_cdc14_Induced_Defective	YOL139C
YKR059W	YLL013C
Repressed_..RR.s......_cdc14_Repressed_Defective	YAR015W
YAL041W	YDR309C
Repressed_R.....s......_pde2_Repressed_Amplified	YIL095W
YDL149W	YKL103C
Repressed_..R..s......_pde2_Repressed_Amplified	YJL164C
YGR162W	YPL178W
Induced_..R..s......_cdc14_Induced_Defective	YIL095W
Induced_.....sP....._pde2_Induced_Defective	YLR229C
Repressed_R.R..s......_pde2_Repressed_Amplified	YPR171W
YHR030C	YLR096W
YPL242C	YPR171W
Repressed_..RK.s......_pde2_Repressed_Amplified	YPL153C
YGL197W	YLR377C
YDL203C	YLR371W
YDR229W	YJL187C
YJL164C	YLR345W
YDR096W	YMR219W
YFR028C	YJL187C
YJL005W	YMR186W
YKL161C	YPL049C
YKL042W	YNL084C
Induced_..K..s......_cdc14_Induced_Amplified	YIR003W
Repressed_..R..s......_pde2_Repressed_Amplified	YPL153C
YIL021W	YJL164C
Repressed_R.R..s......_pde2_Repressed_Amplified	YGR241C
YML064C	YMR055C
YGL207W	YOR061W
Induced_..K..s......_hog1_Induced_Defective	YER118C
YER025W	YGR052W
YDR211W	YGR052W
YHL007C	YPL256C
YLR229C	YOR127W
YNL154C	YOL139C
YDR309C	YHR107C
YFR028C	YHR061C
YIL006W	YOR360C
YFR014C	YHR087W
Repressed_..R..s......_cdc14_Repressed_Defective	YFR014C
YJL187C	YLR215C
Induced_..R..s......_hog1_Induced_Defective	YPR181C
YBR160W	YLR210W
YDR388W	YJL085W
Induced_..K..s......_hog1_Induced_Defective	YLR248W
Induced_.....sP....._hog1_Induced_Defective	YJR059W
YLR109W	YNL079C
YDL159W	YPL201C
YFR029W	YNL154C
YER133W	YJL187C
Repressed_..RS.s......_hog1_Repressed_Defective	YLR229C
YER118C	YLR113W
Repressed_...R.s......_pde2_Repressed_Amplified	YLR229C
YDL149W	YNL242W
YCR088W	YGL206C
YHL009C	YNL154C
YGR063C	YML010W
Induced_..R..s......_hog1_Induced_Amplified	YNL251C
YFR028C	YPR042C
YJL124C	YOL139C
YBR109C	YKL042W
YBR160W	YJL187C
YDR388W	YPR088C
YKL161C	YLR096W
YHR031C	YKL054C
YDR480W	YKL161C
YDL159W	YFR028C
YGR052W	YLL013C
YAL024C	YFR028C
YGR162W	YPR129W
YBR109C	YPL242C
YDR028C	YHR005C
YJL128C	YPL153C
YHL007C	YKL129C
YBR109C	YOR061W
Repressed_..RK.s......_cdc14_Repressed_Defective	YNL154C
YDL161W	YOR127W
YAL035W	YMR260C
YNL084C	YPL153C
YDL060W	YGR162W
YCR002C	YDR085C
YDR309C	YJL164C
YHR135C	YLL039C
YHR005C	YJL005W
Repressed_..RR.s......_cdc14_Repressed_Defective	YBL064C
YIR003W	YJL020C
Repressed_.....sP....._hog1_Repressed_Defective	YFR028C
Repressed_..R..s......_cdc14_Repressed_Defective	YHL007C
YDR170C	YNL267W
Repressed_..RR.s......_cdc14_Repressed_Defective	YGL210W
YER151C	YKL054C
Repressed_R.....s......_cdc14_Repressed_Defective	YML029W
YDL115C	YMR291W
Repressed_..RK.s......_pde2_Repressed_Amplified	YLR377C
YNL154C	YOR208W
YDL140C	YDR432W
Repressed_..RR.s......_cdc14_Repressed_Defective	YKL161C
YGL206C	YLR206W
YHR061C	YLR229C
YHR135C	YOR119C
YMR125W	YPL178W
Repressed_R.R..s......_pde2_Repressed_Amplified	YIR006C
YBL007C	YNL243W
YFL026W	YHR005C
YDR264C	YPL242C
YCR088W	YJR065C
YBR279W	YLR113W
YJL157C	YJR086W
YLR386W	YPL256C
Induced_.....s..S..._cdc14_Induced_Defective	YJL187C
Repressed_..RS.s......_hog1_Repressed_Defective	YBR200W
YDL161W	YGL206C
YOR204W	YPR119W
YGR162W	YPR041W
YBL064C	YBR122C
YAL023C	YCL043C
YDL115C	YJL187C
YJL005W	YNL138W
YDL117W	YJR059W
YBR160W	YLR096W
YDR071C	YLR096W
Repressed_...R.s......_pde2_Repressed_Amplified	YGL207W
YFL023W	YJL164C
Repressed_..RR.s......_cdc14_Repressed_Defective	YHR030C
Repressed_.....tP....._pde2_Repressed_Amplified	YDR099W
YGR162W	YKR059W
YBR050C	YBR109C
Repressed_.....sP....._hog1_Repressed_Defective	YJL164C
YDR170C	YPR181C
YFR028C	YIL095W
Repressed_R.....s......_cdc14_Repressed_Defective	YIL095W
YBR109C	YHR028C
YBR097W	YPL120W
Repressed_..R..s......_hog1_Repressed_Defective	YAL041W
YGR162W	YNL161W
YJR065C	YMR109W
YLR210W	YPL269W
YBR200W	YFL039C
YBR133C	YHL007C
Induced_.....sP....._hog1_Induced_Defective	YLR248W
YBR059C	YPL203W
YDL056W	YNL154C
YMR260C	YOR119C
Repressed_R.R..s......_hog1_Repressed_Amplified	YER036C
YLR377C	YPL180W
YBR160W	YOR061W
Induced_.....tP....._hog1_Induced_Defective	YDR475C
YKL103C	YLL013C
Repressed_..R..s......_pde2_Repressed_Amplified	YLR229C
Induced_..K..s......_cdc14_Induced_Defective	YIR003W
YNL074C	YPL256C
YDL161W	YNL243W
Induced_.....sP....._cdc14_Induced_Defective	YFR021W
Induced_.....tP....._pde2_Induced_Defective	YNL243W
YPL180W	YPL242C
Repressed_.....sP....._hog1_Repressed_Defective	YLR096W
YFR014C	YGL210W
YJL020C	YKL129C
YBR050C	YDR099W
YMR260C	YPR041W
YLR206W	YPL115C
Induced_..K..s......_hog1_Induced_Defective	YJL128C
Repressed_R.R..s......_pde2_Repressed_Amplified	YBR108W
Repressed_..R..s......_cdc14_Repressed_Defective	YKL101W
Repressed_..R..s......_pde2_Repressed_Amplified	YPL203W
YBR109C	YJL187C
YGL019W	YPL153C
YFR028C	YNL152W
YDL203C	YNL154C
YFR028C	YOR093C
YNL251C	YOR151C
YDR388W	YIL156W
YMR124W	YPR119W
YBR059C	YOR061W
YIL095W	YNL084C
YGL210W	YLR096W
YAL024C	YGR152C
YDR432W	YER133W
Repressed_..RR.s......_cdc14_Repressed_Defective	YAR014C
YBL007C	YPL153C
YFR014C	YIR003W
YJL164C	YOR151C
YBR109C	YIL095W
YEL022W	YNL267W
YER033C	YLR096W
YJR031C	YKR030W
Induced_..S..s......_hog1_Induced_Defective	YBL007C
Repressed_..R..s......_hog1_Repressed_Defective	YLR229C
YFL023W	YNL154C
Repressed_R.R..s......_hog1_Repressed_Amplified	YJR059W
YBR200W	YJL128C
YBR160W	YOR208W
YKL129C	YLR337C
YLL013C	YLR067C
YFR014C	YHR135C
